,ID,Name,DateTime,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,IsPureBreed,Breed1,Breed2,IsPopularBreed,AnimalSize,IsGoodWithKids,AnimalTemperament,AnimalTrainability,AnimalGrooming,Color1,Color2,IsPureColor,HasName,AgeGroup,WeekYear,WeekDay,WorkingDay,DayYear,Month,Quarter,Year,ExitHour,ExitMinute,IsOpen,Holiday,Sex,Fertile
9099,9100,Grover,2015-01-06 08:14:00,0,Neutered Male,60.0,775,0,155,102,1,0,2,0,0,0,5,1,0,1,0,2,1,1,6,1,0,2015,8,14,0,0,0,0
9100,9101,Rosie,2015-08-27 00:00:00,1,Spayed Female,365.0,1293,0,299,102,1,0,1,1,1,0,0,1,0,1,1,35,3,1,239,8,2,2015,0,0,0,7,1,0
9101,9102,Baby,2014-06-23 18:41:00,0,Intact Female,150.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,0,26,0,1,174,6,1,2014,18,41,1,0,1,1
9102,9103,Boots,2015-06-23 13:40:00,0,Neutered Male,300.0,772,0,153,102,1,0,2,0,0,0,5,1,0,1,1,26,1,1,174,6,1,2015,13,40,1,0,0,0
9103,9104,Kooy,2016-01-24 17:14:00,1,Neutered Male,365.0,1023,0,235,102,1,4,1,1,1,1,5,-1,1,1,1,3,6,1,24,1,0,2016,17,14,1,0,0,0
9104,9105,Lolo,2014-02-15 19:00:00,1,Neutered Male,730.0,1549,0,358,102,0,3,1,1,1,3,1,3,0,1,2,7,5,1,46,2,0,2014,19,0,1,0,0,0
9105,9106,Lola,2015-08-10 14:15:00,1,Spayed Female,730.0,1293,0,299,102,1,0,1,1,1,0,0,-1,0,1,2,33,0,1,222,8,2,2015,14,15,1,0,1,0
9106,9107,,2014-07-21 09:00:00,0,Intact Female,730.0,772,0,153,102,1,0,2,0,0,0,5,1,0,0,2,30,0,1,202,7,1,2014,9,0,0,0,1,1
9107,9108,Nuts,2015-07-18 13:02:00,0,Spayed Female,6205.0,1515,0,346,102,1,0,2,0,0,0,23,-1,0,1,5,29,5,1,199,7,1,2015,13,2,1,0,1,0
9108,9109,,2015-07-31 14:42:00,1,Intact Female,21.0,1293,0,299,102,1,0,1,1,1,0,1,0,0,0,0,31,4,1,212,7,1,2015,14,42,1,0,1,1
9109,9110,Milicent,2014-07-13 18:57:00,0,Spayed Female,60.0,772,0,153,102,1,0,2,0,0,0,11,1,0,1,0,28,6,1,194,7,1,2014,18,57,1,0,1,0
9110,9111,Belle,2015-04-09 17:54:00,1,Spayed Female,730.0,307,0,71,102,1,3,1,2,2,2,5,1,0,1,2,15,3,1,99,4,1,2015,17,54,1,0,1,0
9111,9112,Olive,2015-09-04 18:30:00,1,Spayed Female,365.0,91,0,28,102,0,3,1,2,2,1,0,1,0,1,1,36,4,1,247,9,2,2015,18,30,1,0,1,0
9112,9113,Simon,2015-10-11 18:23:00,0,Neutered Male,2190.0,775,0,155,102,1,0,2,0,0,0,3,-1,0,1,3,41,6,1,284,10,2,2015,18,23,1,0,0,0
9113,9114,Gia,2015-08-06 18:17:00,0,Spayed Female,2190.0,772,0,153,102,1,0,2,0,0,0,3,-1,1,1,3,32,3,1,218,8,2,2015,18,17,1,0,1,0
9114,9115,Matt,2014-03-29 12:48:00,0,Neutered Male,60.0,772,0,153,102,1,0,2,0,0,0,5,-1,1,1,0,13,5,1,88,3,0,2014,12,48,1,0,0,0
9115,9116,Kyla,2015-03-20 16:16:00,1,Spayed Female,330.0,123,0,27,92,0,3,1,2,2,1,4,1,0,1,1,12,4,1,79,3,0,2015,16,16,1,0,1,0
9116,9117,Ladybug,2014-04-07 15:12:00,1,Spayed Female,3650.0,686,0,135,102,1,2,1,2,2,2,6,1,0,1,5,15,0,1,97,4,1,2014,15,12,1,0,1,0
9117,9118,,2014-01-19 14:55:00,1,Neutered Male,1095.0,377,1,76,102,0,3,1,1,1,1,0,1,0,0,2,3,6,1,19,1,0,2014,14,55,1,1,0,0
9118,9119,Pony,2015-06-07 19:40:00,0,Intact Male,28.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,0,23,6,1,158,6,1,2015,19,40,1,0,0,1
9119,9120,Satchmo,2014-02-19 11:36:00,1,Neutered Male,730.0,841,0,187,102,1,4,1,2,2,1,20,-1,1,1,2,8,2,1,50,2,0,2014,11,36,1,0,0,0
9120,9121,Ricky,2013-11-16 18:35:00,1,Neutered Male,150.0,686,0,135,102,1,2,1,2,2,2,1,6,0,1,0,46,5,1,320,11,2,2013,18,35,1,0,0,0
9121,9122,Goldie,2013-12-13 17:24:00,1,Spayed Female,180.0,841,0,187,102,1,4,1,2,2,1,4,5,0,1,0,50,4,1,347,12,3,2013,17,24,1,0,1,0
9122,9123,,2015-06-30 12:22:00,0,Unknown,7.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,0,27,1,1,181,6,1,2015,12,22,1,0,2,2
9123,9124,U,2013-10-30 11:40:00,0,Intact Male,30.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,1,0,44,2,1,303,10,2,2013,11,40,1,0,0,1
9124,9125,George,2015-08-29 17:58:00,0,Neutered Male,120.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,1,0,35,5,1,241,8,2,2015,17,58,1,0,0,0
9125,9126,,2014-10-02 16:14:00,1,Intact Male,150.0,479,0,101,46,0,3,1,0,0,1,16,-1,1,0,0,40,3,1,275,10,2,2014,16,14,1,0,0,1
9126,9127,Fat Boy,2014-11-22 18:09:00,1,Neutered Male,60.0,553,0,115,102,1,0,2,0,0,0,2,-1,1,1,0,47,5,1,326,11,2,2014,18,9,1,0,0,0
9127,9128,,2014-01-17 13:29:00,0,Intact Male,365.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,0,1,3,4,1,17,1,0,2014,13,29,1,0,0,1
9128,9129,Tucker,2014-07-06 12:32:00,1,Neutered Male,2555.0,1293,0,299,102,1,0,1,1,1,0,0,1,0,1,4,27,6,1,187,7,1,2014,12,32,1,0,0,0
9129,9130,Remy,2014-08-06 14:23:00,0,Intact Male,30.0,774,1,154,102,1,0,2,0,0,0,5,-1,1,1,0,32,2,1,218,8,2,2014,14,23,1,0,0,1
9130,9131,,2014-07-19 18:34:00,0,Intact Male,7.0,775,0,155,102,1,0,2,0,0,0,1,5,0,0,0,29,5,1,200,7,1,2014,18,34,1,0,0,1
9131,9132,Magnolia,2014-10-02 16:57:00,0,Spayed Female,4380.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,5,40,3,1,275,10,2,2014,16,57,1,0,1,0
9132,9133,,2015-06-22 18:34:00,0,Neutered Male,60.0,775,0,155,102,1,0,2,0,0,0,5,1,0,0,0,26,0,1,173,6,1,2015,18,34,1,6,0,0
9133,9134,Jackson,2015-10-01 11:48:00,0,Neutered Male,2920.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,1,4,40,3,1,274,10,2,2015,11,48,1,0,0,0
9134,9135,Summer,2014-04-09 14:13:00,1,Spayed Female,1825.0,889,0,195,102,0,4,1,0,0,2,25,12,0,1,3,15,2,1,99,4,1,2014,14,13,1,0,1,0
9135,9136,,2014-02-24 18:02:00,1,Neutered Male,60.0,398,0,76,79,0,3,1,1,1,1,5,1,0,0,0,9,0,1,55,2,0,2014,18,2,1,0,0,0
9136,9137,,2015-07-01 09:00:00,0,Intact Female,365.0,775,0,155,102,1,0,2,0,0,0,11,-1,1,0,1,27,2,1,182,7,1,2015,9,0,0,0,1,1
9137,9138,Cookies,2015-09-30 11:46:00,1,Spayed Female,2190.0,307,0,71,102,1,3,1,2,2,2,5,1,0,1,3,40,2,1,273,9,2,2015,11,46,1,0,1,0
9138,9139,,2014-04-06 15:23:00,0,Unknown,6.0,775,0,155,102,1,0,2,0,0,0,0,1,0,0,0,14,6,1,96,4,1,2014,15,23,1,0,2,2
9139,9140,Cody,2015-01-05 14:31:00,1,Neutered Male,180.0,1323,0,298,92,0,4,1,1,1,1,0,1,0,1,0,2,0,1,5,1,0,2015,14,31,1,0,0,0
9140,9141,Bevo,2015-04-06 17:40:00,1,Neutered Male,365.0,1293,0,299,102,1,0,1,1,1,0,0,1,0,1,1,15,0,1,96,4,1,2015,17,40,1,0,0,0
9141,9142,Deuce,2013-12-30 15:41:00,1,Intact Male,1825.0,1293,0,299,102,1,0,1,1,1,0,0,1,0,1,3,1,0,1,364,12,3,2013,15,41,1,0,0,1
9142,9143,,2014-09-10 14:02:00,0,Intact Female,21.0,775,0,155,102,1,0,2,0,0,0,10,-1,1,0,0,37,2,1,253,9,2,2014,14,2,1,0,1,1
9143,9144,,2013-10-28 15:35:00,0,Intact Female,180.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,0,0,44,0,1,301,10,2,2013,15,35,1,0,1,1
9144,9145,Henry,2014-06-05 18:47:00,1,Intact Male,3650.0,553,0,115,102,1,0,2,0,0,0,1,-1,1,1,5,23,3,1,156,6,1,2014,18,47,1,0,0,1
9145,9146,Romeo,2015-01-08 12:16:00,1,Neutered Male,1095.0,1023,0,235,102,1,4,1,1,1,1,12,-1,1,1,2,2,3,1,8,1,0,2015,12,16,1,0,0,0
9146,9147,,2014-02-24 13:50:00,1,Neutered Male,1095.0,553,0,115,102,1,0,2,0,0,0,12,1,0,0,2,9,0,1,55,2,0,2014,13,50,1,0,0,0
9147,9148,Fern,2014-10-15 13:48:00,0,Spayed Female,4380.0,775,0,155,102,1,0,2,0,0,0,11,1,0,1,5,42,2,1,288,10,2,2014,13,48,1,0,1,0
9148,9149,Cash,2015-03-25 18:05:00,1,Intact Male,180.0,432,1,87,102,0,0,1,0,0,0,1,-1,1,1,0,13,2,1,84,3,0,2015,18,5,1,0,0,1
9149,9150,,2014-11-14 14:25:00,0,Intact Male,28.0,767,0,151,102,1,0,2,0,0,0,5,1,0,0,0,46,4,1,318,11,2,2014,14,25,1,0,0,1
9150,9151,Polly,2014-11-19 16:09:00,1,Spayed Female,1095.0,1597,0,381,102,0,1,0,0,3,1,1,5,0,1,2,47,2,1,323,11,2,2014,16,9,1,0,1,0
9151,9152,Cat,2016-02-01 15:57:00,0,Neutered Male,3650.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,5,5,0,1,32,2,0,2016,15,57,1,0,0,0
9152,9153,Jam,2015-07-18 15:37:00,0,Neutered Male,90.0,775,0,155,102,1,0,2,0,0,0,5,-1,0,1,0,29,5,1,199,7,1,2015,15,37,1,0,0,0
9153,9154,,2014-05-17 11:32:00,0,Unknown,6.0,772,0,153,102,1,0,2,0,0,0,8,1,0,0,0,20,5,1,137,5,1,2014,11,32,1,0,2,2
9154,9155,,2016-01-20 18:58:00,0,Neutered Male,365.0,772,0,153,102,1,0,2,0,0,0,5,-1,1,0,1,3,2,1,20,1,0,2016,18,58,1,0,0,0
9155,9156,,2015-06-08 16:24:00,0,Intact Male,21.0,775,0,155,102,1,0,2,0,0,0,2,-1,0,0,0,24,0,1,159,6,1,2015,16,24,1,0,0,1
9156,9157,,2014-12-17 09:00:00,0,Intact Female,730.0,1515,0,346,102,1,0,2,0,0,0,17,-1,0,0,2,51,2,1,351,12,3,2014,9,0,0,0,1,1
9157,9158,Velcro,2014-02-05 13:07:00,0,Neutered Male,270.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,1,6,2,1,36,2,0,2014,13,7,1,0,0,0
9158,9159,,2014-06-15 15:48:00,0,Spayed Female,60.0,772,0,153,102,1,0,2,0,0,0,2,-1,0,0,0,24,6,1,166,6,1,2014,15,48,1,0,1,0
9159,9160,,2015-02-18 17:08:00,1,Neutered Male,60.0,841,0,187,102,1,4,1,2,2,1,4,1,0,0,0,8,2,1,49,2,0,2015,17,8,1,0,0,0
9160,9161,,2014-09-23 13:22:00,0,Intact Female,7.0,775,0,155,102,1,0,2,0,0,0,11,-1,1,0,0,39,1,1,266,9,2,2014,13,22,1,0,1,1
9161,9162,Jasper,2014-09-11 17:11:00,0,Neutered Male,30.0,772,0,153,102,1,0,2,0,0,0,5,-1,0,1,0,37,3,1,254,9,2,2014,17,11,1,0,0,0
9162,9163,Sylvia,2014-04-30 14:25:00,1,Intact Female,30.0,1023,0,235,102,1,4,1,1,1,1,5,-1,1,1,0,18,2,1,120,4,1,2014,14,25,1,0,1,1
9163,9164,Alec,2014-05-20 17:32:00,0,Intact Male,30.0,1515,0,346,102,1,0,2,0,0,0,17,-1,0,1,0,21,1,1,140,5,1,2014,17,32,1,0,0,1
9164,9165,Leopard,2014-05-30 16:59:00,0,Intact Female,30.0,775,0,155,102,1,0,2,0,0,0,5,1,0,1,0,22,4,1,150,5,1,2014,16,59,1,0,1,1
9165,9166,,2014-11-05 09:00:00,0,Intact Female,120.0,775,0,155,102,1,0,2,0,0,0,11,-1,1,0,0,45,2,1,309,11,2,2014,9,0,0,0,1,1
9166,9167,Millie,2014-02-23 13:15:00,1,Spayed Female,1095.0,552,1,114,102,0,0,2,0,0,0,1,-1,1,1,2,8,6,1,54,2,0,2014,13,15,1,0,1,0
9167,9168,Soot,2014-06-02 18:21:00,0,Neutered Male,60.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,0,23,0,1,153,6,1,2014,18,21,1,0,0,0
9168,9169,Wolf,2014-04-20 09:32:00,1,Neutered Male,365.0,30,0,9,92,0,4,1,1,1,2,0,4,0,1,1,16,6,1,110,4,1,2014,9,32,0,0,0,0
9169,9170,Oreo,2014-05-23 17:16:00,1,Neutered Male,2555.0,811,0,172,102,0,3,1,0,0,3,5,1,0,1,4,21,4,1,143,5,1,2014,17,16,1,0,0,0
9170,9171,,2014-05-08 18:36:00,0,Intact Male,14.0,775,0,155,102,1,0,2,0,0,0,2,-1,0,0,0,19,3,1,128,5,1,2014,18,36,1,0,0,1
9171,9172,Neeko,2013-11-13 09:04:00,1,Neutered Male,730.0,535,0,113,102,0,0,2,0,0,0,16,-1,1,1,2,46,2,1,317,11,2,2013,9,4,0,0,0,0
9172,9173,,2015-02-15 10:56:00,0,Intact Male,730.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,0,2,7,6,1,46,2,0,2015,10,56,0,0,0,1
9173,9174,Willow,2014-07-01 14:20:00,0,Spayed Female,120.0,775,0,155,102,1,0,2,0,0,0,5,1,0,1,0,27,1,1,182,7,1,2014,14,20,1,0,1,0
9174,9175,Gus,2014-11-09 12:59:00,0,Spayed Female,2555.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,4,45,6,1,313,11,2,2014,12,59,1,0,1,0
9175,9176,Mika,2014-09-11 11:08:00,1,Spayed Female,1095.0,841,0,187,102,1,4,1,2,2,1,0,5,0,1,2,37,3,1,254,9,2,2014,11,8,1,0,1,0
9176,9177,,2014-06-14 12:46:00,0,Intact Female,21.0,775,0,155,102,1,0,2,0,0,0,14,-1,1,0,0,24,5,1,165,6,1,2014,12,46,1,0,1,1
9177,9178,,2014-11-25 18:43:00,0,Intact Female,730.0,775,0,155,102,1,0,2,0,0,0,2,-1,0,0,2,48,1,1,329,11,2,2014,18,43,1,9,1,1
9178,9179,,2015-03-02 15:39:00,1,Neutered Male,60.0,1059,0,234,76,0,4,1,1,1,1,4,1,0,0,0,10,0,1,61,3,0,2015,15,39,1,2,0,0
9179,9180,Jessie,2015-08-30 17:32:00,1,Spayed Female,365.0,118,0,27,76,0,3,1,2,2,1,4,15,0,1,1,35,6,1,242,8,2,2015,17,32,1,0,1,0
9180,9181,Dixie,2014-09-16 07:22:00,0,Spayed Female,60.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,0,38,1,1,259,9,2,2014,7,22,0,0,1,0
9181,9182,Boe,2015-04-29 14:46:00,1,Spayed Female,3285.0,1415,0,318,102,0,3,1,2,2,1,1,13,0,1,4,18,2,1,119,4,1,2015,14,46,1,0,1,0
9182,9183,,2015-01-13 18:30:00,1,Neutered Male,365.0,553,0,115,102,1,0,2,0,0,0,12,1,0,0,1,3,1,1,13,1,0,2015,18,30,1,0,0,0
9183,9184,Snowy,2014-06-27 14:04:00,1,Intact Male,120.0,841,0,187,102,1,4,1,2,2,1,1,-1,1,1,0,26,4,1,178,6,1,2014,14,4,1,0,0,1
9184,9185,Blue Eyes,2013-12-22 17:01:00,0,Neutered Male,1460.0,1545,0,356,102,0,0,2,0,0,0,23,-1,0,1,3,51,6,1,356,12,3,2013,17,1,1,0,0,0
9185,9186,,2015-02-08 18:33:00,0,Spayed Female,150.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,0,0,6,6,1,39,2,0,2015,18,33,1,0,1,0
9186,9187,Chiquita,2014-08-21 14:25:00,0,Spayed Female,90.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,0,34,3,1,233,8,2,2014,14,25,1,0,1,0
9187,9188,Poppy,2014-03-25 19:23:00,0,Intact Female,120.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,0,13,1,1,84,3,0,2014,19,23,1,0,1,1
9188,9189,,2015-01-02 13:43:00,1,Intact Male,2555.0,525,1,107,102,0,0,2,0,0,0,6,1,0,0,4,1,4,1,2,1,0,2015,13,43,1,0,0,1
9189,9190,Jet,2015-11-29 18:33:00,0,Neutered Male,60.0,775,0,155,102,1,0,2,0,0,0,8,1,0,1,0,48,6,1,333,11,2,2015,18,33,1,0,0,0
9190,9191,Rosie,2014-10-19 13:41:00,1,Spayed Female,60.0,569,0,114,54,0,2,1,2,2,2,0,5,0,1,0,42,6,1,292,10,2,2014,13,41,1,0,1,0
9191,9192,,2014-02-13 17:22:00,0,Intact Male,730.0,775,0,155,102,1,0,2,0,0,0,0,1,0,0,2,7,3,1,44,2,0,2014,17,22,1,0,0,1
9192,9193,Jax,2014-03-12 19:23:00,1,Neutered Male,300.0,69,0,20,89,0,4,1,2,2,1,0,1,0,1,1,11,2,1,71,3,0,2014,19,23,1,0,0,0
9193,9194,,2013-12-18 17:40:00,1,Neutered Male,30.0,869,0,186,97,0,4,1,2,2,1,4,5,0,0,0,51,2,1,352,12,3,2013,17,40,1,0,0,0
9194,9195,,2015-04-14 09:00:00,0,Unknown,730.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,0,2,16,1,1,104,4,1,2015,9,0,0,0,2,2
9195,9196,Betty,2015-08-23 13:37:00,1,Spayed Female,2555.0,208,0,40,102,0,2,1,2,2,1,13,-1,1,1,4,34,6,1,235,8,2,2015,13,37,1,0,1,0
9196,9197,Mila,2015-11-29 14:03:00,0,Spayed Female,730.0,775,0,155,102,1,0,2,0,0,0,14,1,0,1,2,48,6,1,333,11,2,2015,14,3,1,0,1,0
9197,9198,Bijou,2014-06-16 17:57:00,1,Spayed Female,180.0,553,0,115,102,1,0,2,0,0,0,5,4,0,1,0,25,0,1,167,6,1,2014,17,57,1,0,1,0
9198,9199,Nyx,2014-07-09 18:21:00,1,Spayed Female,30.0,1033,0,234,14,0,4,1,1,1,1,5,-1,1,1,0,28,2,1,190,7,1,2014,18,21,1,0,1,0
9199,9200,Shiloh,2014-02-21 17:14:00,1,Spayed Female,60.0,1023,0,235,102,1,4,1,1,1,1,5,5,0,1,0,8,4,1,52,2,0,2014,17,14,1,0,1,0
9200,9201,,2016-01-08 19:02:00,0,Spayed Female,730.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,2,1,4,1,8,1,0,2016,19,2,1,0,1,0
9201,9202,Zorra,2015-02-27 16:10:00,0,Spayed Female,2555.0,775,0,155,102,1,0,2,0,0,0,1,5,0,1,4,9,4,1,58,2,0,2015,16,10,1,0,1,0
9202,9203,,2015-11-24 20:20:00,0,Unknown,730.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,0,2,48,1,1,328,11,2,2015,20,20,0,0,2,2
9203,9204,Nicholas,2014-05-03 08:41:00,1,Neutered Male,2920.0,1023,0,235,102,1,4,1,1,1,1,12,-1,1,1,4,18,5,1,123,5,1,2014,8,41,0,0,0,0
9204,9205,Twister,2015-07-17 14:43:00,1,Intact Male,5475.0,1609,0,387,102,0,4,1,0,0,1,13,-1,1,1,5,29,4,1,198,7,1,2015,14,43,1,0,0,1
9205,9206,Clara,2014-07-07 11:06:00,0,Spayed Female,4380.0,775,0,155,102,1,0,2,0,0,0,5,1,0,1,5,28,0,1,188,7,1,2014,11,6,1,0,1,0
9206,9207,Zoey,2014-01-28 14:41:00,1,Spayed Female,60.0,176,0,31,92,0,3,1,1,1,1,0,1,0,1,0,5,1,1,28,1,0,2014,14,41,1,0,1,0
9207,9208,,2014-06-14 19:22:00,0,Intact Female,21.0,767,0,151,102,1,0,2,0,0,0,0,-1,0,0,0,24,5,1,165,6,1,2014,19,22,1,0,1,1
9208,9209,Yahtzee,2015-08-25 18:08:00,1,Neutered Male,1095.0,331,0,70,92,0,3,1,2,2,2,5,1,0,1,2,35,1,1,237,8,2,2015,18,8,1,0,0,0
9209,9210,,2014-04-18 14:47:00,0,Unknown,240.0,775,0,155,102,1,0,2,0,0,0,5,1,0,0,1,16,4,1,108,4,1,2014,14,47,1,0,2,2
9210,9211,Billy,2015-08-12 19:40:00,1,Neutered Male,300.0,450,0,96,102,0,2,1,2,2,2,4,-1,1,1,1,33,2,1,224,8,2,2015,19,40,1,0,0,0
9211,9212,Marcopolo,2014-02-07 18:21:00,1,Neutered Male,365.0,1023,0,235,102,1,4,1,1,1,1,5,-1,1,1,1,6,4,1,38,2,0,2014,18,21,1,0,0,0
9212,9213,,2014-03-20 16:22:00,0,Intact Female,1.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,0,12,3,1,79,3,0,2014,16,22,1,0,1,1
9213,9214,,2014-03-14 11:19:00,1,Spayed Female,365.0,1020,0,233,102,0,5,1,2,2,2,1,4,0,0,1,11,4,1,73,3,0,2014,11,19,1,0,1,0
9214,9215,Ellison,2015-06-30 14:53:00,0,Intact Male,60.0,1612,0,388,102,0,0,2,0,0,0,1,-1,1,1,0,27,1,1,181,6,1,2015,14,53,1,0,0,1
9215,9216,Luke,2014-05-05 18:53:00,1,Neutered Male,730.0,65,0,21,102,0,4,1,2,2,1,4,1,0,1,2,19,0,1,125,5,1,2014,18,53,1,0,0,0
9216,9217,Trapper,2013-10-10 17:29:00,0,Neutered Male,240.0,775,0,155,102,1,0,2,0,0,0,3,1,0,1,1,41,3,1,283,10,2,2013,17,29,1,0,0,0
9217,9218,Oscar,2015-09-18 14:31:00,0,Intact Male,28.0,775,0,155,102,1,0,2,0,0,0,5,1,0,1,0,38,4,1,261,9,2,2015,14,31,1,0,0,1
9218,9219,Galinda,2015-11-06 10:22:00,0,Spayed Female,90.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,0,45,4,1,310,11,2,2015,10,22,0,0,1,0
9219,9220,Charlie,2014-05-25 12:31:00,1,Neutered Male,1460.0,155,0,32,102,0,3,1,1,1,1,9,1,0,1,3,21,6,1,145,5,1,2014,12,31,1,0,0,0
9220,9221,Maximus,2014-01-03 11:14:00,1,Intact Male,730.0,841,0,187,102,1,4,1,2,2,1,5,0,0,1,2,1,4,1,3,1,0,2014,11,14,1,0,0,1
9221,9222,,2015-07-05 09:07:00,1,Unknown,90.0,1023,0,235,102,1,4,1,1,1,1,5,1,0,0,0,27,6,1,186,7,1,2015,9,7,0,0,2,2
9222,9223,Meridith,2014-11-29 12:43:00,0,Spayed Female,180.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,0,48,5,1,333,11,2,2014,12,43,1,0,1,0
9223,9224,Roxanne,2014-08-07 12:26:00,1,Intact Female,2555.0,1450,1,323,102,0,5,1,0,0,1,5,4,0,1,4,32,3,1,219,8,2,2014,12,26,1,0,1,1
9224,9225,,2015-07-22 14:29:00,0,Spayed Female,730.0,772,0,153,102,1,0,2,0,0,0,14,-1,1,0,2,30,2,1,203,7,1,2015,14,29,1,0,1,0
9225,9226,Chubacca,2014-10-26 12:50:00,1,Intact Male,60.0,735,0,132,133,0,2,1,2,2,2,9,-1,1,1,0,43,6,1,299,10,2,2014,12,50,1,0,0,1
9226,9227,Cornelius,2014-02-01 13:13:00,1,Neutered Male,730.0,1293,0,299,102,1,0,1,1,1,0,0,1,0,1,2,5,5,1,32,2,0,2014,13,13,1,0,0,0
9227,9228,,2014-05-09 13:11:00,1,Neutered Male,365.0,9,0,6,102,0,5,1,2,2,1,4,5,0,0,1,19,4,1,129,5,1,2014,13,11,1,0,0,0
9228,9229,,2014-10-10 17:53:00,0,Spayed Female,60.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,0,41,4,1,283,10,2,2014,17,53,1,0,1,0
9229,9230,,2013-10-01 10:44:00,0,Unknown,7.0,775,0,155,102,1,0,2,0,0,0,8,1,0,0,0,40,1,1,274,10,2,2013,10,44,0,0,2,2
9230,9231,,2015-02-06 16:55:00,1,Unknown,7.0,553,0,115,102,1,0,2,0,0,0,5,1,0,0,0,6,4,1,37,2,0,2015,16,55,1,0,2,2
9231,9232,,2013-11-26 14:56:00,0,Intact Male,120.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,0,48,1,1,330,11,2,2013,14,56,1,9,0,1
9232,9233,Rambo,2015-09-04 17:25:00,1,Neutered Male,2555.0,1023,0,235,102,1,4,1,1,1,1,4,1,0,1,4,36,4,1,247,9,2,2015,17,25,1,0,0,0
9233,9234,Wyoming,2015-06-29 10:51:00,1,Spayed Female,60.0,1599,0,380,160,0,1,0,1,3,1,5,1,0,1,0,27,0,1,180,6,1,2015,10,51,0,0,1,0
9234,9235,Annie,2014-12-26 16:13:00,1,Intact Female,365.0,84,0,23,92,0,4,1,1,1,1,0,5,0,1,1,52,4,1,360,12,3,2014,16,13,1,10,1,1
9235,9236,Tucker,2015-02-09 13:39:00,1,Neutered Male,730.0,1254,0,283,102,0,2,1,0,0,2,13,-1,1,1,2,7,0,1,40,2,0,2015,13,39,1,0,0,0
9236,9237,,2014-07-04 14:36:00,1,Neutered Male,150.0,91,0,28,102,0,3,1,2,2,1,0,1,0,0,0,27,4,1,185,7,1,2014,14,36,1,11,0,0
9237,9238,Sparky,2015-03-15 18:00:00,1,Neutered Male,730.0,1023,0,235,102,1,4,1,1,1,1,5,-1,1,1,2,11,6,1,74,3,0,2015,18,0,1,0,0,0
9238,9239,Stormy 3,2014-05-14 14:02:00,0,Intact Male,30.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,0,20,2,1,134,5,1,2014,14,2,1,0,0,1
9239,9240,X,2014-07-18 15:43:00,0,Intact Male,730.0,775,0,155,102,1,0,2,0,0,0,8,1,0,1,2,29,4,1,199,7,1,2014,15,43,1,0,0,1
9240,9241,Pandora,2014-08-03 13:42:00,1,Intact Female,60.0,1023,0,235,102,1,4,1,1,1,1,5,1,0,1,0,31,6,1,215,8,2,2014,13,42,1,0,1,1
9241,9242,,2015-07-18 20:31:00,0,Spayed Female,60.0,767,0,151,102,1,0,2,0,0,0,5,-1,0,0,0,29,5,1,199,7,1,2015,20,31,0,0,1,0
9242,9243,Tiger,2014-11-12 14:20:00,1,Neutered Male,300.0,1293,0,299,102,1,0,1,1,1,0,5,1,0,1,1,46,2,1,316,11,2,2014,14,20,1,0,0,0
9243,9244,Baxter,2015-11-02 15:56:00,0,Neutered Male,90.0,775,0,155,102,1,0,2,0,0,0,5,1,0,1,0,45,0,1,306,11,2,2015,15,56,1,0,0,0
9244,9245,,2014-05-30 14:37:00,0,Intact Male,14.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,0,22,4,1,150,5,1,2014,14,37,1,0,0,1
9245,9246,Hunter,2013-10-12 11:12:00,0,Neutered Male,60.0,775,0,155,102,1,0,2,0,0,0,0,1,0,1,0,41,5,1,285,10,2,2013,11,12,1,0,0,0
9246,9247,Penelope,2015-10-31 13:47:00,1,Spayed Female,1095.0,714,0,132,46,0,2,1,2,2,2,0,-1,0,1,2,44,5,1,304,10,2,2015,13,47,1,0,1,0
