AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,IsPureBreed,Breed1,Breed2,IsPopularBreed,Color1,Color2,HasName,AgeGroup,WeekDay,Month,Quarter,Year,ExitHour,ExitMinute,IsOpen,Holiday,Sex,Fertile
A681217,,2014-06-15 17:02:00,Transfer,Partner,1,Neutered Male,90.0,Labrador Retriever/Catahoula,0,234,42,0,2,0,0,0,6,6,1,2014,17,2,1,0,0,0
A676170,Chuy,2014-04-14 16:23:00,Transfer,Partner,0,Neutered Male,270.0,Domestic Shorthair Mix,0,155,102,1,3,-1,1,1,0,4,1,2014,16,23,1,0,0,0
A712711,Mikal,2015-09-29 11:33:00,Return_to_owner,,1,Neutered Male,5475.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,5,1,9,2,2015,11,33,1,0,0,0
A665021,,2013-10-12 15:22:00,Transfer,Partner,0,Intact Female,21.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,0,5,10,2,2013,15,22,1,0,1,1
A696893,,2015-02-19 17:43:00,Return_to_owner,,1,Intact Female,30.0,Pit Bull Mix,0,299,102,1,0,0,0,0,3,2,0,2015,17,43,1,0,1,1
A665226,,2013-11-02 14:36:00,Adoption,,1,Spayed Female,90.0,Pug Mix,0,312,102,0,0,0,0,0,5,11,2,2013,14,36,1,0,1,0
A713682,Francis,2015-10-12 16:23:00,Transfer,Partner,0,Intact Male,365.0,Domestic Shorthair Mix,0,155,102,1,2,-1,1,1,0,10,2,2015,16,23,1,0,0,1
A717277,,2015-12-14 19:18:00,Transfer,SCRP,0,Neutered Male,150.0,Domestic Shorthair Mix,0,155,102,1,3,-1,0,0,0,12,3,2015,19,18,1,0,0,0
A710028,Petey,2015-08-23 13:44:00,Adoption,,1,Neutered Male,60.0,Labrador Retriever/Pit Bull,0,234,114,0,0,0,1,0,6,8,2,2015,13,44,1,0,0,0
A717791,Giselle,2015-12-19 15:48:00,Transfer,Partner,1,Intact Female,365.0,Basenji Mix,0,36,102,0,0,-1,1,1,5,12,3,2015,15,48,1,0,1,1
A701884,Midnight,2015-05-10 18:52:00,Adoption,,0,Spayed Female,365.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,1,6,5,1,2015,18,52,1,4,1,0
A707532,,2015-07-14 15:29:00,Transfer,Partner,0,Intact Male,7.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,0,1,7,1,2015,15,29,1,0,0,1
A696818,Tillie,2015-05-16 12:29:00,Adoption,,1,Spayed Female,730.0,American Staffordshire Terrier Mix,0,21,102,0,0,0,1,2,5,5,1,2015,12,29,1,0,1,0
A706568,Athena,2015-07-19 17:43:00,Return_to_owner,,1,Spayed Female,730.0,Pit Bull Mix,0,299,102,1,0,0,1,2,6,7,1,2015,17,43,1,0,1,0
A711675,Dusty,2015-09-20 18:33:00,Adoption,,0,Neutered Male,240.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,1,6,9,2,2015,18,33,1,0,0,0
A706291,Rich,2015-06-28 11:46:00,Return_to_owner,,1,Intact Male,1095.0,Pit Bull Mix,0,299,102,1,0,0,1,2,6,6,1,2015,11,46,1,0,0,1
A676212,,2014-04-06 15:23:00,Transfer,Partner,0,Unknown,6.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,0,6,4,1,2014,15,23,1,0,2,2
A666084,Pepper,2013-11-12 16:45:00,Return_to_owner,,1,Neutered Male,330.0,Labrador Retriever/Rottweiler,0,234,125,0,0,0,1,1,1,11,2,2013,16,45,1,0,0,0
A685765,Buddy,2014-10-26 16:34:00,Adoption,Offsite,1,Neutered Male,210.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,1,6,10,2,2014,16,34,1,0,0,0
A669604,Capo,2014-01-02 17:00:00,Return_to_owner,,1,Intact Male,365.0,American Bulldog Mix,0,12,102,0,2,0,1,1,3,1,0,2014,17,0,1,0,0,1
A643507,Sinatra,2014-01-05 13:20:00,Return_to_owner,,1,Spayed Female,365.0,Pit Bull Mix,0,299,102,1,0,2,1,1,6,1,0,2014,13,20,1,0,1,0
A695959,,2015-01-31 11:07:00,Transfer,Partner,1,Neutered Male,120.0,Labrador Retriever Mix,0,235,102,1,0,0,0,0,5,1,0,2015,11,7,1,0,0,0
A673620,Louie,2014-07-24 08:48:00,Adoption,Foster,1,Neutered Male,3650.0,Chihuahua Shorthair,1,114,102,0,0,0,1,5,3,7,1,2014,8,48,0,0,0,0
A685143,Manny,2014-09-13 14:11:00,Adoption,Foster,0,Neutered Male,60.0,Domestic Medium Hair Mix,0,153,102,1,0,0,1,0,5,9,2,2014,14,11,1,0,0,0
A719408,,2016-01-20 13:28:00,Transfer,Partner,1,Intact Female,90.0,Anatol Shepherd/Labrador Retriever,0,23,92,0,0,0,0,0,2,1,0,2016,13,28,1,0,1,1
A684485,Darby,2014-10-11 16:54:00,Adoption,,1,Neutered Male,1095.0,Labrador Retriever Mix,0,235,102,1,0,0,1,2,5,10,2,2014,16,54,1,0,0,0
A715767,Dax,2015-11-13 12:59:00,Transfer,Partner,1,Intact Male,1095.0,Yorkshire Terrier/Border Terrier,0,406,27,0,0,0,1,2,4,11,2,2015,12,59,1,0,0,1
A710506,,2015-08-24 14:41:00,Transfer,Partner,0,Intact Female,14.0,Domestic Shorthair Mix,0,155,102,1,2,-1,0,0,0,8,2,2015,14,41,1,0,1,1
A712021,Paco,2015-10-18 14:09:00,Adoption,,1,Neutered Male,1825.0,Labrador Retriever Mix,0,235,102,1,0,0,1,3,6,10,2,2015,14,9,1,0,0,0
A674417,Russell,2014-03-17 16:35:00,Adoption,,1,Neutered Male,300.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,1,0,3,0,2014,16,35,1,0,0,0
A711572,Candy,2015-09-29 15:09:00,Euthanasia,Medical,1,Intact Female,730.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,2,1,9,2,2015,15,9,1,0,1,1
A650344,Trixi,2014-01-20 17:21:00,Adoption,,1,Spayed Female,330.0,Boxer/Pit Bull,0,76,114,0,0,0,1,1,0,1,0,2014,17,21,1,0,1,0
A720765,Blue,2016-02-20 15:56:00,Adoption,,1,Spayed Female,365.0,Pit Bull Mix,0,299,102,1,0,0,1,1,5,2,0,2016,15,56,1,0,1,0
A707786,Comino,2015-07-23 15:37:00,Euthanasia,Suffering,1,Neutered Male,2190.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,3,3,7,1,2015,15,37,1,0,0,0
A708473,Whiskey Girl,2015-07-28 17:45:00,Return_to_owner,,1,Spayed Female,2920.0,Labrador Retriever Mix,0,235,102,1,0,-1,1,4,1,7,1,2015,17,45,1,0,1,0
A698453,Palomo,2015-03-16 14:36:00,Return_to_owner,,1,Neutered Male,730.0,Great Pyrenees Mix,0,200,102,0,0,-1,1,2,0,3,0,2015,14,36,1,0,0,0
A657228,Tiger,2013-10-11 11:34:00,Transfer,Partner,1,Neutered Male,2920.0,Pit Bull Mix,0,299,102,1,2,0,1,4,4,10,2,2013,11,34,1,0,0,0
A682401,Mia,2014-07-02 12:39:00,Adoption,,1,Spayed Female,365.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,1,2,7,1,2014,12,39,1,0,1,0
A679920,,2014-05-28 17:09:00,Transfer,Partner,0,Intact Female,28.0,Domestic Shorthair Mix,0,155,102,1,2,-1,0,0,2,5,1,2014,17,9,1,0,1,1
A713173,,2015-10-04 09:00:00,Transfer,SCRP,0,Intact Female,365.0,Domestic Longhair Mix,0,151,102,1,0,-1,0,1,6,10,2,2015,9,0,0,0,1,1
A690550,Oreo,2014-10-25 10:52:00,Transfer,Partner,0,Intact Female,1095.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,2,5,10,2,2014,10,52,0,0,1,1
A687076,Katy,2014-09-05 14:33:00,Adoption,,0,Spayed Female,60.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,0,4,9,2,2014,14,33,1,0,1,0
A683331,,2014-07-21 10:43:00,Transfer,Partner,0,Spayed Female,365.0,Domestic Shorthair Mix,0,155,102,1,1,-1,0,1,0,7,1,2014,10,43,0,0,1,0
A678331,,2014-05-15 16:28:00,Transfer,Partner,1,Neutered Male,365.0,Miniature Schnauzer Mix,0,259,102,0,0,-1,0,1,3,5,1,2014,16,28,1,0,0,0
A688352,Brody,2015-03-12 15:05:00,Adoption,,1,Neutered Male,1825.0,Parson Russell Terrier Mix,0,283,102,0,0,2,1,3,3,3,0,2015,15,5,1,0,0,0
A696451,,2015-02-05 19:06:00,Euthanasia,Suffering,1,Intact Male,730.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,0,2,3,2,0,2015,19,6,1,0,0,1
A714525,Prancer,2015-11-04 18:52:00,Adoption,,1,Neutered Male,730.0,Golden Retriever Mix,0,195,102,0,0,-1,1,2,2,11,2,2015,18,52,1,0,0,0
A667662,Tucker,2013-12-02 11:47:00,Return_to_owner,,1,Neutered Male,2190.0,Maltese/Papillon,0,245,107,0,0,0,1,3,0,12,3,2013,11,47,1,0,0,0
A665203,Afton,2013-10-21 11:33:00,Transfer,Partner,1,Spayed Female,1095.0,Shih Tzu/Affenpinscher,0,343,0,0,0,0,1,2,0,10,2,2013,11,33,1,0,1,0
A691546,Kings,2014-11-14 13:38:00,Transfer,Partner,0,Neutered Male,90.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,0,4,11,2,2014,13,38,1,0,0,0
A712237,Donna,2015-10-16 17:39:00,Adoption,,0,Neutered Male,60.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,0,4,10,2,2015,17,39,1,0,0,0
A597131,Austin,2015-05-10 16:33:00,Adoption,,1,Neutered Male,1460.0,Bluetick Hound Mix,0,66,102,0,2,0,1,3,6,5,1,2015,16,33,1,4,0,0
A716974,,2015-12-03 19:37:00,Transfer,SCRP,0,Spayed Female,180.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,0,3,12,3,2015,19,37,1,0,1,0
A675874,,2014-04-07 18:37:00,Adoption,,1,Neutered Male,180.0,Beagle Mix,0,40,102,0,0,-1,0,0,0,4,1,2014,18,37,1,0,0,0
A695130,Jack,2015-01-18 11:20:00,Adoption,,1,Neutered Male,1095.0,Yorkshire Terrier Mix,0,407,102,0,0,0,1,2,6,1,0,2015,11,20,1,0,0,0
A707723,Bailey,2015-08-12 14:43:00,Adoption,,1,Spayed Female,1460.0,Golden Retriever Mix,0,195,102,0,0,-1,1,3,2,8,2,2015,14,43,1,0,1,0
A719220,Henly,2016-01-20 17:13:00,Adoption,,1,Spayed Female,365.0,Yorkshire Terrier Mix,0,407,102,0,0,0,1,1,2,1,0,2016,17,13,1,0,1,0
A620378,Chase,2014-05-18 16:08:00,Adoption,,1,Neutered Male,730.0,Australian Kelpie Mix,0,30,102,0,0,0,1,2,6,5,1,2014,16,8,1,0,0,0
A707411,Daisy,2015-08-08 14:55:00,Adoption,,1,Spayed Female,1460.0,Australian Shepherd Mix,0,32,102,0,0,0,1,3,5,8,2,2015,14,55,1,0,1,0
A706457,Harvard,2015-07-18 19:25:00,Adoption,,0,Neutered Male,90.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,0,5,7,1,2015,19,25,1,0,0,0
A666753,Leia,2013-11-10 17:45:00,Adoption,,1,Spayed Female,300.0,Miniature Schnauzer/Miniature Poodle,0,258,100,0,0,0,1,1,6,11,2,2013,17,45,1,0,1,0
A686100,,2014-08-20 17:17:00,Adoption,,0,Spayed Female,60.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,0,2,8,2,2014,17,17,1,0,1,0
A674253,,2014-03-15 13:31:00,Transfer,Partner,1,Neutered Male,365.0,Boston Terrier Mix,0,75,102,0,2,0,0,1,5,3,0,2014,13,31,1,0,0,0
A688285,Princess,2014-10-12 19:14:00,Adoption,,1,Spayed Female,60.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,0,6,10,2,2014,19,14,1,0,1,0
A686689,Macey,2014-08-28 12:00:00,Transfer,Partner,1,Intact Female,30.0,Dachshund,1,132,102,0,0,-1,1,0,3,8,2,2014,12,0,1,0,1,1
A674101,Percy,2014-03-15 16:25:00,Transfer,Partner,1,Neutered Male,730.0,Beagle Mix,0,40,102,0,0,-1,1,2,5,3,0,2014,16,25,1,0,0,0
A683780,Phoebe,2014-07-31 17:06:00,Transfer,Partner,1,Intact Female,2190.0,Labrador Retriever Mix,0,235,102,1,0,-1,1,3,3,7,1,2014,17,6,1,0,1,1
A668866,Gordo,2014-04-13 17:15:00,Adoption,,1,Neutered Male,730.0,Labrador Retriever Mix,0,235,102,1,0,-1,1,2,6,4,1,2014,17,15,1,0,0,0
A667632,Prissies,2013-11-22 17:13:00,Return_to_owner,,1,Neutered Male,365.0,Miniature Poodle Mix,0,257,102,1,0,0,1,1,4,11,2,2013,17,13,1,0,0,0
A683739,Mindy,2014-07-25 11:14:00,Transfer,Partner,0,Intact Female,365.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,1,4,7,1,2014,11,14,1,0,1,1
A689637,Jewel,2014-10-08 13:56:00,Return_to_owner,,1,Spayed Female,365.0,Miniature Pinscher Mix,0,255,102,0,0,0,1,1,2,10,2,2014,13,56,1,0,1,0
A700654,Butch,2015-05-04 13:37:00,Adoption,,1,Neutered Male,1460.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,3,0,5,1,2015,13,37,1,0,0,0
A682302,,2014-07-10 17:41:00,Adoption,,0,Neutered Male,90.0,Domestic Shorthair Mix,0,155,102,1,2,0,0,0,3,7,1,2014,17,41,1,0,0,0
A696011,Cee Cee,2015-02-01 18:56:00,Transfer,Partner,1,Intact Female,60.0,Australian Cattle Dog/German Shepherd,0,27,76,0,0,-1,1,0,6,2,0,2015,18,56,1,0,1,1
A714057,Princess,2015-10-24 00:00:00,Adoption,,1,Spayed Female,365.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,1,5,10,2,2015,0,0,0,0,1,0
A631764,Daisy,2014-10-23 15:14:00,Return_to_owner,,1,Spayed Female,2190.0,Jack Russell Terrier Mix,0,223,102,0,0,-1,1,3,3,10,2,2014,15,14,1,0,1,0
A693712,Missy,2014-12-26 14:55:00,Transfer,Partner,0,Spayed Female,3650.0,Domestic Shorthair Mix,0,155,102,1,2,0,1,5,4,12,3,2014,14,55,1,10,1,0
A713600,Koda,2015-10-09 14:28:00,Euthanasia,Suffering,0,Neutered Male,2555.0,Domestic Shorthair Mix,0,155,102,1,2,-1,1,4,4,10,2,2015,14,28,1,0,0,0
A714001,Jimmy,2015-12-29 12:00:00,Adoption,Foster,0,Neutered Male,90.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,0,1,12,3,2015,12,0,1,0,0,0
A695328,Mogwai,2015-02-14 13:08:00,Adoption,Foster,1,Neutered Male,365.0,Schipperke Mix,0,332,102,0,0,0,1,1,5,2,0,2015,13,8,1,0,0,0
A605315,Max,2013-11-02 12:08:00,Return_to_owner,,1,Neutered Male,1460.0,American Pit Bull Terrier,1,17,102,0,0,0,1,3,5,11,2,2013,12,8,1,0,0,0
A713123,Marie,2015-10-06 17:04:00,Adoption,,1,Spayed Female,60.0,Beagle Mix,0,40,102,0,0,0,1,0,1,10,2,2015,17,4,1,0,1,0
A672146,Red,2014-03-02 15:18:00,Adoption,,1,Neutered Male,1095.0,Pit Bull Mix,0,299,102,1,0,0,1,2,6,3,0,2014,15,18,1,2,0,0
A629484,Honey,2015-08-27 16:41:00,Return_to_owner,,1,Spayed Female,2190.0,Labrador Retriever Mix,0,235,102,1,0,0,1,3,3,8,2,2015,16,41,1,7,1,0
A687480,Cricket,2014-09-15 11:22:00,Transfer,Partner,1,Spayed Female,730.0,Flat Coat Retriever Mix,0,181,102,0,0,-1,1,2,0,9,2,2014,11,22,1,0,1,0
A673494,,2014-09-12 13:52:00,Adoption,Foster,0,Spayed Female,180.0,Domestic Shorthair Mix,0,155,102,1,0,0,0,0,4,9,2,2014,13,52,1,0,1,0
A718109,Azul,2015-12-22 12:59:00,Return_to_owner,,1,Neutered Male,4380.0,Australian Cattle Dog Mix,0,28,102,1,1,-1,1,5,1,12,3,2015,12,59,1,0,0,0
A691652,Marmalade,2014-11-19 15:08:00,Transfer,Partner,0,Intact Male,60.0,Domestic Longhair Mix,0,151,102,1,3,0,1,0,2,11,2,2014,15,8,1,0,0,1
A713951,Clark,2015-12-29 12:14:00,Adoption,Foster,0,Neutered Male,90.0,Domestic Shorthair Mix,0,155,102,1,2,0,1,0,1,12,3,2015,12,14,1,0,0,0
A688081,Alvin,2014-10-18 16:21:00,Adoption,,1,Neutered Male,730.0,German Shepherd Mix,0,187,102,1,0,0,1,2,5,10,2,2014,16,21,1,0,0,0
A714157,Sophie,2015-10-21 12:54:00,Return_to_owner,,1,Spayed Female,3650.0,American Foxhound Mix,0,16,102,0,0,-1,1,5,2,10,2,2015,12,54,1,0,1,0
A708094,Einstein,2015-07-29 18:32:00,Adoption,,0,Neutered Male,1095.0,Domestic Medium Hair Mix,0,153,102,1,2,0,1,2,2,7,1,2015,18,32,1,0,0,0
A688671,Dobby,2014-12-30 17:16:00,Return_to_owner,,1,Spayed Female,150.0,Labrador Retriever Mix,0,235,102,1,0,0,1,0,1,12,3,2014,17,16,1,0,1,0
A687782,Chicago,2014-09-12 17:29:00,Return_to_owner,,1,Neutered Male,365.0,Pit Bull Mix,0,299,102,1,0,0,1,1,4,9,2,2014,17,29,1,0,0,0
A676934,,2014-04-17 14:30:00,Transfer,Partner,0,Intact Female,21.0,Domestic Shorthair Mix,0,155,102,1,7,-1,0,0,3,4,1,2014,14,30,1,0,1,1
A666343,Moose,2013-12-19 14:12:00,Adoption,,0,Spayed Female,150.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,0,3,12,3,2013,14,12,1,0,1,0
A666813,Tj,2013-12-27 15:49:00,Transfer,Partner,0,Spayed Female,330.0,Siamese/Domestic Shorthair,0,345,62,1,0,-1,1,1,4,12,3,2013,15,49,1,10,1,0
A689100,Princess,2014-10-18 17:02:00,Adoption,,1,Spayed Female,730.0,Chihuahua Longhair Mix,0,113,102,0,0,0,1,2,5,10,2,2014,17,2,1,0,1,0
A701878,Barbie,2015-05-05 18:52:00,Return_to_owner,,1,Spayed Female,365.0,Labrador Retriever Mix,0,235,102,1,0,0,1,1,1,5,1,2015,18,52,1,0,1,0
A710159,Beau,2015-09-14 13:36:00,Transfer,Partner,1,Neutered Male,90.0,Labrador Retriever Mix,0,235,102,1,0,0,1,0,0,9,2,2015,13,36,1,0,0,0
A686415,Kobi,2014-12-11 17:17:00,Euthanasia,Behavior,1,Intact Male,730.0,Flat Coat Retriever Mix,0,181,102,0,0,0,1,2,3,12,3,2014,17,17,1,0,0,1
A670704,Chris,2014-01-20 13:13:00,Adoption,,0,Neutered Male,60.0,Domestic Shorthair Mix,0,155,102,1,3,-1,1,0,0,1,0,2014,13,13,1,0,0,0
A715355,,2015-11-05 09:00:00,Transfer,SCRP,0,Intact Female,120.0,Domestic Shorthair Mix,0,155,102,1,2,-1,0,0,3,11,2,2015,9,0,0,0,1,1
A698477,Spike,2015-03-20 18:11:00,Adoption,,1,Neutered Male,730.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,2,4,3,0,2015,18,11,1,0,0,0
A688964,Linus,2014-11-10 19:40:00,Adoption,Foster,0,Spayed Female,60.0,Domestic Shorthair Mix,0,155,102,1,2,-1,1,0,0,11,2,2014,19,40,1,0,1,0
A717418,Ozzie,2015-12-18 18:35:00,Return_to_owner,,1,Intact Male,2555.0,Pit Bull Mix,0,299,102,1,0,0,1,4,4,12,3,2015,18,35,1,0,0,1
A695342,Jacki,2015-01-17 18:29:00,Adoption,,1,Spayed Female,60.0,Australian Shepherd/Chihuahua Shorthair,0,31,46,0,0,0,1,0,5,1,0,2015,18,29,1,0,1,0
A714198,Andre,2015-10-20 09:37:00,Euthanasia,Suffering,0,Neutered Male,730.0,Domestic Shorthair Mix,0,155,102,1,2,-1,1,2,1,10,2,2015,9,37,0,0,0,0
A704080,,2015-06-01 13:46:00,Transfer,Partner,0,Unknown,4.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,0,0,6,1,2015,13,46,1,0,2,2
A704205,,2015-06-02 15:52:00,Transfer,Partner,0,Unknown,14.0,Domestic Shorthair Mix,0,155,102,1,0,0,0,0,1,6,1,2015,15,52,1,0,2,2
A664545,Crimson,2013-11-13 16:01:00,Adoption,,0,Neutered Male,210.0,Domestic Shorthair Mix,0,155,102,1,3,-1,1,1,2,11,2,2013,16,1,1,0,0,0
A676309,Snickers,2014-04-18 12:03:00,Transfer,Partner,1,Intact Male,2555.0,Labrador Retriever Mix,0,235,102,1,0,-1,1,4,4,4,1,2014,12,3,1,0,0,1
A703363,Helen,2015-07-08 17:20:00,Adoption,,0,Spayed Female,60.0,Siamese Mix,0,346,102,1,9,-1,1,0,2,7,1,2015,17,20,1,0,1,0
A715516,,2015-11-14 12:34:00,Adoption,,0,Spayed Female,60.0,Domestic Shorthair Mix,0,155,102,1,2,-1,0,0,5,11,2,2015,12,34,1,0,1,0
A688004,Milly,2014-09-16 18:01:00,Adoption,,0,Spayed Female,120.0,Domestic Shorthair Mix,0,155,102,1,3,-1,1,0,1,9,2,2014,18,1,1,0,1,0
A700097,Goliath,2015-05-02 18:38:00,Adoption,,1,Neutered Male,365.0,Labrador Retriever/Boxer,0,234,30,0,0,0,1,1,5,5,1,2015,18,38,1,0,0,0
A665744,Lulu,2013-10-27 17:07:00,Adoption,Foster,1,Spayed Female,90.0,Boxer Mix,0,77,102,1,0,0,1,0,6,10,2,2013,17,7,1,0,1,0
A717572,Parsnip,2015-12-15 18:02:00,Adoption,,0,Neutered Male,60.0,Domestic Medium Hair/Siamese,0,152,134,0,9,-1,1,0,1,12,3,2015,18,2,1,0,0,0
A704686,Lonna,2015-08-25 15:13:00,Transfer,Partner,1,Spayed Female,1095.0,Labrador Retriever Mix,0,235,102,1,0,0,1,2,1,8,2,2015,15,13,1,0,1,0
A664362,Cowboy,2014-01-18 19:13:00,Adoption,,1,Neutered Male,1825.0,Rottweiler,1,323,102,0,0,0,1,3,5,1,0,2014,19,13,1,0,0,0
A720481,Achilles,2016-02-15 00:00:00,Transfer,Partner,1,Intact Male,365.0,Border Collie Mix,0,71,102,1,0,-1,1,1,0,2,0,2016,0,0,0,0,0,1
A674999,,2014-03-25 16:58:00,Adoption,,1,Neutered Male,365.0,Cardigan Welsh Corgi Mix,0,102,102,0,0,0,0,1,1,3,0,2014,16,58,1,0,0,0
A716135,Sadie,2015-12-08 14:00:00,Transfer,Partner,1,Intact Female,1825.0,Redbone Hound Mix,0,320,102,0,0,-1,1,3,1,12,3,2015,14,0,1,0,1,1
A703607,,2015-06-25 15:32:00,Adoption,,0,Spayed Female,30.0,Domestic Medium Hair Mix,0,153,102,1,0,-1,0,0,3,6,1,2015,15,32,1,0,1,0
A697734,,2015-03-03 17:16:00,Adoption,,0,Spayed Female,60.0,Domestic Medium Hair Mix,0,153,102,1,0,-1,0,0,1,3,0,2015,17,16,1,0,1,0
A664468,Jesse,2014-03-04 12:17:00,Adoption,Foster,1,Neutered Male,365.0,Chesa Bay Retr Mix,0,111,102,0,0,0,1,1,1,3,0,2014,12,17,1,0,0,0
A701629,,2015-05-02 15:14:00,Transfer,Partner,0,Intact Female,28.0,Domestic Shorthair Mix,0,155,102,1,2,-1,0,0,5,5,1,2015,15,14,1,0,1,1
A696807,Hercules,2015-02-16 17:24:00,Adoption,,1,Neutered Male,150.0,German Shepherd Mix,0,187,102,1,0,-1,1,0,0,2,0,2015,17,24,1,0,0,0
A710879,Handsom,2015-09-18 15:22:00,Transfer,Partner,0,Neutered Male,1095.0,Domestic Shorthair Mix,0,155,102,1,2,-1,1,2,4,9,2,2015,15,22,1,0,0,0
A695907,Bella,2015-01-26 16:46:00,Adoption,,1,Spayed Female,60.0,Border Collie Mix,0,71,102,1,0,-1,1,0,0,1,0,2015,16,46,1,0,1,0
A720652,,2016-02-16 10:16:00,Transfer,SCRP,0,Intact Male,365.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,1,1,2,0,2016,10,16,0,0,0,1
A696407,Fiona,2015-02-12 14:05:00,Adoption,,1,Spayed Female,730.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,2,3,2,0,2015,14,5,1,0,1,0
A663180,Rocky,2013-10-30 12:00:00,Adoption,Foster,0,Neutered Male,60.0,Domestic Shorthair Mix,0,155,102,1,3,-1,1,0,2,10,2,2013,12,0,1,0,0,0
A703330,Sonic,2015-05-29 15:19:00,Transfer,Partner,1,Neutered Male,1095.0,Pomeranian Mix,0,307,102,0,0,-1,1,2,4,5,1,2015,15,19,1,0,0,0
A711051,,2015-09-01 12:48:00,Transfer,Partner,0,Intact Female,730.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,2,1,9,2,2015,12,48,1,0,1,1
A649802,Fat Boy,2015-10-12 18:59:00,Return_to_owner,,1,Intact Male,730.0,Rottweiler,1,323,102,0,0,0,1,2,0,10,2,2015,18,59,1,0,0,1
A719119,Ginger,2016-01-17 18:00:00,Adoption,,1,Spayed Female,365.0,Australian Kelpie Mix,0,30,102,0,0,0,1,1,6,1,0,2016,18,0,1,0,1,0
A691650,Goldielux,2014-11-08 10:48:00,Return_to_owner,,1,Spayed Female,2920.0,Siberian Husky Mix,0,348,102,0,0,-1,1,4,5,11,2,2014,10,48,0,0,1,0
A712990,Hanna,2015-12-12 17:54:00,Adoption,Foster,0,Spayed Female,90.0,Domestic Shorthair Mix,0,155,102,1,15,0,1,0,5,12,3,2015,17,54,1,0,1,0
A686978,,2014-08-30 09:00:00,Transfer,SCRP,0,Intact Male,150.0,Siamese Mix,0,346,102,1,4,-1,0,0,5,8,2,2014,9,0,0,0,0,1
A719570,Jimmy,2016-02-21 00:00:00,Transfer,Partner,1,Neutered Male,270.0,Pit Bull Mix,0,299,102,1,0,0,1,1,6,2,0,2016,0,0,0,0,0,0
A709196,,2015-08-06 09:00:00,Transfer,SCRP,0,Intact Female,120.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,0,3,8,2,2015,9,0,0,0,1,1
A666425,Leyla,2013-11-11 12:43:00,Return_to_owner,,1,Spayed Female,365.0,Border Collie/Labrador Retriever,0,70,92,0,0,-1,1,1,0,11,2,2013,12,43,1,8,1,0
A679782,Sunshine,2014-07-02 14:39:00,Transfer,Partner,0,Spayed Female,730.0,Domestic Shorthair Mix,0,155,102,1,1,-1,1,2,2,7,1,2014,14,39,1,0,1,0
A702462,Pinta,2015-05-16 15:35:00,Return_to_owner,,1,Spayed Female,300.0,Australian Shepherd Mix,0,32,102,0,0,0,1,1,5,5,1,2015,15,35,1,0,1,0
A674550,Chico,2014-12-04 10:42:00,Euthanasia,Rabies Risk,1,Neutered Male,365.0,American Bulldog/Pit Bull,0,11,114,0,0,0,1,1,3,12,3,2014,10,42,0,0,0,0
A666641,,2013-11-08 14:47:00,Transfer,SCRP,0,Intact Female,90.0,Domestic Medium Hair Mix,0,153,102,1,0,-1,0,0,4,11,2,2013,14,47,1,0,1,1
A680548,Calamari,2014-06-08 17:05:00,Adoption,,1,Neutered Male,60.0,Great Pyrenees Mix,0,200,102,0,0,-1,1,0,6,6,1,2014,17,5,1,0,0,0
A711593,Ryland,2015-09-21 15:55:00,Transfer,Partner,0,Intact Male,30.0,Domestic Shorthair Mix,0,155,102,1,3,-1,1,0,0,9,2,2015,15,55,1,0,0,1
A670992,,2014-01-19 17:33:00,Transfer,SCRP,0,Unknown,1095.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,2,6,1,0,2014,17,33,1,1,2,2
